Date,ПРИВАТБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,ОЩАДБАНК,УКРСИББАНК,УКРЕКСІМБАНК,УКРСОЦБАНК,ПРОМІНВЕСТБАНК,ОТП БАНК,СЕНС БАНК,НАДРА,ВТБ БАНК,ФОРУМ,ПУМБ,ФІНАНСИ ТА КРЕДИТ,ОМЕГА БАНК,БРОКБІЗНЕСБАНК,УКРГАЗБАНК,УКРПРОМБАНК,КРЕДИТПРОМБАНК,РОДОВІД БАНК,ПІВДЕННИЙ,ЕРСТЕ БАНК,УНIКРЕДИТ БАНК,УНІВЕРСАЛ БАНК,ВIEЙБI БАНК,ПРАВЕКС-БАНК,ДОНГОРБАНК,КРЕДОБАНК,ДЕЛЬТА БАНК,ФІНАНСОВА ІНІЦІАТИВА,ХРЕЩАТИК,IМЕКСБАНК,СБЕРБАНК,СІТІБАНК,КАЛІОН БАНК УКРАЇНА,ІНДУСТРІАЛБАНК,IНДУСТРІАЛЬНО-ЕКСПОРТНИЙ БАНК,КИЇВ,БАНК МОРСЬКИЙ,ФІДОБАНК,БАНК КРЕДИТ ДНІПРО,КЛІРИНГОВИЙ ДІМ,ПРОКРЕДИТ БАНК,МЕГАБАНК,БМ БАНК,ВІЕС БАНК,ПІРЕУС БАНК МКБ,БТА БАНК,КРЕДИТ ЄВРОПА БАНК,ЄВРОПЕЙСЬКИЙ,ЕКСПРЕС-БАНК,АКТИВ БАНК,ЕКСПОБАНК,КАПІТАЛ,УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК,ХОУМ КРЕДИТ БАНК,УКРІНБАНК,АГРОПРОСПЕРІС БАНК,СОЮЗ,БАНК ТАВРИКА,IПОБАНК,АЛЬТБАНК,Діамантбанк,БГ БАНК,БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ,УКРБІЗНЕСБАНК,СТАНДАРТ,БІГ ЕНЕРГІЯ,ПЛАТИНУМ БАНК,АРКАДА,ЕНЕРГОБАНК,БАЗИС,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,БАНК ДЕМАРК,ПЕТРОКОММЕРЦ-УКРАЇНА,МІСТО БАНК,СХІДНОЄВРОПЕЙСЬКИЙ БАНК,ДНІСТЕР,ЗАХІДІНКОМБАНК,ПОЛТАВА - БАНК,БАНК ЗОЛОТІ ВОРОТА,АКЦЕНТ-БАНК,БАНК МЕРКУРІЙ,ЗЛАТОБАНК,ПІВДЕНКОМБАНК,ТРАНСБАНК,ФІНБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,ІНПРОМБАНК,ФОРТУНА БАНК,БАНК РЕГІОНАЛЬНОГО РОЗВИТКУ,ЗЕМЕЛЬНИЙ БАНК,БАНК КАМБІО,ДАНІЕЛЬ,ПАРТНЕР-БАНК,СОЦКОМБАНК,ЛЬВІВ,УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ,УКРГАЗПРОМБАНК,МЕТАБАНК,ГЛОБУС,АВТОКРАЗБАНК,ІДЕЯ БАНК,IНТЕГРАЛ БАНК,АРТЕМ-БАНК,ТРАСТ,АРМА,ТЕРРА БАНК,НОВИЙ,АЙБОКС БАНК,БАНК БОГУСЛАВ,ПОРТО-ФРАНКО,КОМІНВЕСТБАНК,БАНК СТОЛИЦЯ,НАЦІОНАЛЬНИЙ КРЕДИТ,ОДЕСА-БАНК,БАНК ГРАНТ,УКРКОМУНБАНК,СИНТЕЗ,АКСІОМА,ПРОМЕКОНОМБАНК,ВОЛОДИМИРСЬКИЙ,ЄВРОПЕЙСЬКИЙ БАНК РАЦІОН.ФІНАНС.,БАНК КОНТРАКТ,ЄВРОГАЗБАНК,ЕРДЕ БАНК,ТК КРЕДИТ,УКРАЇНСЬКА ФІНАНСОВА ГРУПА,ЛЕГБАНК,РЕАЛ БАНК,ПРЕМIУМ,IНТЕРБАНК,IНВЕСТБАНК,ПОЛІКОМБАНК,ФІНРОСТБАНК,АКТАБАНК,ФІНЕКСБАНК,АКОРДБАНК,УКООПСПІЛКА,КРЕДИТВЕСТ БАНК,ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК,КОНКОРД,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,ОКСІ БАНК,СТОЛИЧНИЙ,ТММ-БАНК,ПРАЙМ-БАНК,ДІАЛОГБАНК,ОЛІМПІЙСЬКА УКРАЇНА,ЄВРОБАНК,УНIКОМБАНК,"""ПРИЧОРНОМОР'Я""",МОТОР-БАНК,СХІДНО-ПРОМИСЛОВИЙ БАНК,ВЕЛЕС,РАДАБАНК,ЄВРОПРОМБАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,УКРБУДІНВЕСТБАНК,БАНК ФАМІЛЬНИЙ,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,НК БАНК,КРЕДИТ ОПТИМА БАНК,АСВІО БАНК,БАНК АЛЬЯНС,КЛАСИКБАНК,ДІАПАЗОН-МАКСИМУМ БАНК,АВАНТ-БАНК,БАНК 3/4,ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ,КРЕДІ АГРІКОЛЬ БАНК,ЄКАТЕРИНОСЛАВСЬКИЙ КОМЕРЦІЙНИЙ БАНК,СКАЙ БАНК,ДОЙЧЕ БАНК ДБУ,ПРОФІНБАНК,АПЕКС-БАНК,МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК,РАДИКАЛ БАНК,ГРІН БАНК,ЦЕНТР,МТБ БАНК,БАНК РИНКОВІ ТЕХНОЛОГІЇ,ТАСКОМБАНК,БАНК ПЕРШИЙ,А - БАНК,БАНК ВОСТОК,ДІВІ БАНК,БАНК СІЧ,ЮНЕКС БАНК,ІНТЕРКРЕДИТБАНК,ДЕРЖЗЕМБАНК,ІНГ БАНК УКРАЇНА,БАНК ФОРВАРД,ІНВЕСТБАНК,КСГ БАНК,ПФБ,ВЕРНУМ БАНК,СМАРТБАНК,ФІНАНСОВИЙ ПАРТНЕР,АЛЬПАРІ БАНК,БАНК МИХАЙЛІВСЬКИЙ,БАНК АВАНГАРД,БАНК ПОРТАЛ,ГЕФЕСТ,ВЕКТОР БАНК,КРИСТАЛБАНК,РВС БАНК,БАНК ЮНІСОН,МЕГА БАНК,КОМІНБАНК
2018-02-01,1014298.53225,217609.66348,250562.60038,110096.64049,73849.02005,37979.63778,18277.44726,88108.97682,151973.9224,,3899.78427,,96949.16164,,,,50862.57034,,,,40896.57035,,,15398.79996,,8270.63298,,29576.21672,,642.15,,,21342.8294,8542.94942,,14344.20241,,1389.83577,,589.71098,9749.75783,3585.30425,16754.57134,18694.58153,1183.73198,6283.67935,7268.48537,161.99193,-1229.86327,,,,,503.01056,,,,793.67228,,,,2347.50248,,,,,,,,64442.32551,,,21708.77129,,,845.75005,,,,6649.08738,,,,,,,,3610.98298,,,,,,,,,4003.00552,,,2578.79703,13535.28747,,8554.47474,,,288.11698,,,,18871.97292,,,6755.57854,,,,2499.21285,,,,,,,,,,,,,,,,,1655.56707,,,,7383.15887,,1756.24416,,2881.42796,3638.35147,424.93042,,,,,,,,,2366.82808,,,2860.38594,198.45924,6650.18188,4979.97706,944.40363,4.88791,,,1486.36952,5146.72827,,,,2269.05927,,54805.16938,,676.35592,1214.03969,,,,,,60.56605,11458.8078,,19179.37018,,34991.32601,16043.70919,583.21745,2834.94807,,,,-1386.51045,2819.30972,,,,747.01063,,,27.39499,,1127.50573,92.92108,,,2262.20464,4143.62657,4530.54975,,
2018-03-01,1115460.52385,197019.03327,194960.39905000004,115926.39237999999,61408.78483999999,45105.53345000001,15676.770920000003,82588.71134,123226.77670000002,,16019.442319999998,,83190.81566999998,,,,48316.96454000001,,,,45871.998400000004,,,21240.398790000003,,7320.56215,,32171.36487,,619.7199999999999,,,20387.91176,14597.220999999998,,13207.99126,,1645.26241,,814.4605700000001,8171.538640000001,3611.13835,17323.965400000005,20294.50214,855.80864,6942.346889999999,7149.40912,212.21529,-1629.1184,,,,,475.17661000000004,,,,1078.43675,,,,1442.68997,,,,,,,,77369.28809000002,,,20264.23174,,,749.66782,,,,7224.4312199999995,,,,,,,,3752.4652499999997,,,,,,,,,4804.167799999999,,,2757.4583099999995,11568.06208,,9970.03349,,,286.81827,,,,11181.609929999999,,,7270.374169999999,,,,2339.36975,,,,,,,,,,,,,,,,,3404.57647,,,,7092.340380000001,,1095.4796400000002,,2446.6908700000004,3029.2752299999997,487.13422,,,,,,,,,2066.4324799999995,,,2846.5023899999997,219.98112999999998,6898.94816,6012.28036,841.66182,50.38026,,,995.9486300000001,6567.3069,,,,2925.0451499999995,,58615.91874,,2493.13483,1397.88661,,,,,,50.250009999999996,11101.56706,,24466.789099999998,,24913.537210000002,17554.77123,529.98572,2551.16635,,,,-1355.6321,2518.77268,,,,1744.4441,,,78.64918,,736.5189499999999,66.09235,,,2544.38973,2702.31967,4222.853880000001,,
2018-04-01,1309198.2272799998,215280.34496000002,266702.96926999994,174682.12665,78920.16346000001,51587.36082,17170.319399999993,88421.91848000002,141269.91196,,4873.3292500000025,,81754.21148,,,,50273.05519999999,,,,47904.62104,,,29364.878609999992,,8947.534080000001,,32733.334199999998,,630.46,,,23998.71593,9758.789140000004,,13382.490230000003,,1307.1860900000001,,790.6148600000001,11951.867769999997,3899.4458400000003,17882.298279999995,21841.36357,398.56924000000004,7190.525610000001,7772.94133,308.49722999999994,-1123.21655,,,,,1552325.2952399992,,,,1071.9404399999999,,,,1348.7438699999998,,,,,,,,108042.8761,,,23752.035580000003,,,641.1041400000001,,,,6844.448339999999,,,,,,,,3970.88753,,,,,,,,,4363.49648,,,3101.0152500000004,12577.575600000004,,9571.11863,,,279.67177000000004,,,,17410.811690000002,,,8024.687220000002,,,,2427.49842,,,,,,,,,,,,,,,,,5010.88895,,,,8228.503089999998,,1529.0651199999998,,2657.5378,4288.133860000001,398.62306999999987,,,,,,,,,2255.9339600000003,,,3325.621440000001,190.90467000000007,6963.209849999999,6281.4438900000005,1066.0779699999998,4.500170000000004,,,1442.38841,7079.315140000002,,,,1314.8243300000004,,62486.95246999999,,1038.34789,1670.1878299999998,,,,,,1570.95631,11758.348970000003,,27393.045130000006,,26352.957240000003,20402.964480000002,545.8009500000001,2843.506800000001,,,,-1733.7953400000001,3316.238619999999,,,,1151.36492,,,240.31941999999998,,1665.45491,107.99582999999998,,,2268.27395,2568.1905500000003,4600.945699999998,,
2018-05-01,1212980.8961800002,205050.51786000002,250784.45915,117033.76946000004,71202.4688,49470.08924,16598.828700000005,84977.57305,138297.40597999992,,3587.57878,,91943.51611999999,,,,55736.53623,,,,44705.29959000001,,,30170.37233,,6754.72062,,32480.115749999997,,636.3600000000001,,,21278.078810000006,15422.52577,,13884.190519999996,,1339.99248,,892.7270199999998,11605.30704,3816.75944,15784.265800000008,20484.880159999993,102.88695000000007,6485.805479999999,7571.613809999999,369.66211999999996,-1401.56106,,,,,528372.6075900008,,,,2053.5015700000004,,,,1280.35131,,,,,,,,74127.97923999999,,,21122.36326,,,707.9215999999997,,,,7360.527310000001,,,,,,,,3523.16468,,,,,,,,,4032.317299999999,,,4306.104450000001,13166.83236,,9579.479799999997,,,314.38725999999986,,,,13560.750119999997,,,7015.555949999998,,,,2645.4289800000006,,,,,,,,,,,,,,,,,6652.86675,,,,8790.872930000001,,2167.3876200000004,,3011.0369299999993,3560.3190099999993,463.1947200000002,,,,,,,,,3323.9764700000005,,,3374.674719999999,242.45628,6716.105650000001,5773.223620000001,999.82006,4.755320000000005,,,1388.5061899999996,5147.493719999999,,,,1678.1751599999998,,62058.67371,,679.4694,1293.6506799999997,,,,,,737.6417899999999,12494.534169999999,,27221.835989999992,,28655.743059999993,18471.86946,177.35465,3002.313259999999,,,,-1399.5806299999995,2269.7751500000013,,,,910.0025900000005,,,160.3893,,794.7487000000001,123.53861,,,2627.00986,3244.365249999999,2868.1210600000013,,
2018-06-01,1295688.0247099996,248955.80016999994,261137.28859999997,140723.68943999993,72568.19780999998,45683.30403,18606.867589999994,94164.50125999999,158114.09233,,4896.125309999999,,98325.13569000002,,,,63588.6317,,,,45266.976669999975,,,33924.53428000001,,8396.97147,,38591.01660999999,,624.6100000000001,,,20617.32376,15398.544169999994,,12453.664419999994,,2096.09645,,1002.54259,11234.705010000005,4228.557679999998,20959.55941999999,17524.35281000001,1537.0846099999999,6906.8682499999995,8237.862100000002,252.15394000000015,-1238.6146799999997,,,,,535763.8170299998,,,,1245.3764299999993,,,,1337.9348200000004,,,,,,,,63196.795459999994,,,25092.871790000005,,,765.0330000000004,,,,8069.638430000003,,,,,,,,3787.2400500000003,,,,,,,,,4596.812390000003,,,4211.530219999999,13356.864439999998,,11480.498770000006,,,340.0770200000002,,,,18233.004550000005,,,7014.052880000003,,,,2565.930909999999,,,,,,,,,,,,,,,,,8390.92391,,,,9333.335020000002,,2735.892969999999,,3805.747160000001,3524.1243699999995,410.6496400000001,,,,,,,,,3757.7587700000004,,,3395.0154899999998,286.7255499999999,7534.126830000001,6129.111639999999,1011.7676400000005,0.9780099999999976,,,1475.61193,5120.690419999999,,,,1696.8432400000002,,67339.99161000003,,1175.0488000000005,1357.8995800000002,,,,,,1010.8272300000003,12372.58109,,23204.047139999995,,27136.52561000001,20475.18174,85.92545999999993,3060.0834400000003,,,,-1371.7381800000003,3234.2022399999987,,,,1353.1092599999993,,,92.78481,,861.3229499999998,92.25641999999999,,,2270.073330000001,5153.62818,2208.705079999998,,
2018-07-01,1379716.6266100006,221761.25481999991,269084.52167000016,109274.9513800001,74790.58834999998,44264.90491999997,16537.339900000006,91135.99110000004,157818.84065000003,,3693.9257599999983,,83777.51155000005,,,,53720.97248,,,,43496.42004,,,35138.79529000001,,7442.812569999995,,33393.381310000026,,638.6999999999998,,,21996.646030000004,16085.156439999999,,13505.263520000008,,1665.9532500000005,,611.1524200000003,12069.35357,3970.438420000002,18730.031660000008,16197.657729999992,568.31079,6084.164110000005,7656.1547900000005,539.74639,-1463.4862700000003,,,,,547362.2760300003,,,,1384.47321,,,,1377.2560399999993,,,,,,,,89992.71239,,,27725.325379999995,,,702.50567,,,,7824.051999999996,,,,,,,,3513.5988099999995,,,,,,,,,5006.7461699999985,,,3198.0973599999998,14007.127649999995,,10267.7627,,,287.11632999999983,,,,16864.482019999996,,,7055.4097399999955,,,,2501.2263700000003,,,,,,,,,,,,,,,,,10006.83997,,,,8702.936219999996,,2866.637930000001,,3670.1522999999997,2644.2715400000016,502.74213999999984,,,,,,,,,3057.65272,,,3536.18758,224.96247000000017,7284.689059999997,7196.9724899999965,884.1263399999998,3.537779999999998,,,1521.5820600000006,4802.513120000003,,,,2491.1561899999997,,63050.103859999974,,745.0857899999992,1558.20377,,,,,,769.9849299999996,11720.599089999996,,25583.00374,,24029.167889999982,20310.264129999996,44.83034999999995,2966.6010899999983,,,,297.4270999999999,2922.8990200000007,,,,4099.002520000001,,,192.40460000000007,,626.4600700000001,71.51502999999997,,,2908.21047,5034.511760000001,,,
2018-08-01,1567321.6745699989,263000.8514200002,347233.28339,136339.5850999999,85734.86805000005,51243.990700000024,17044.22404,96621.15749999997,219747.55072000006,,3009.7054900000003,,108244.64368999994,,,,60394.66967999999,,,,47775.83554,,,32869.27440999998,,6973.6825700000045,,37805.84944999998,,611.8999700000004,,,25420.191089999993,15258.829410000006,,13088.92856,,1371.6493099999989,,813.7761,12933.889459999999,4638.365389999999,19510.801859999992,18455.955069999996,85.35613000000012,6735.795109999999,9178.396049999996,141.84221000000002,-1580.4766999999993,,,,,606055.4889399996,,,,2165.22454,,,,1720.2268600000007,,,,,,,,85008.28763000004,,,25641.384549999988,,,601.5962300000001,,,,7786.472979999999,,,,,,,,4083.3826499999996,,,,,,,,,4793.675859999999,,,3909.29018,18671.80653,,12841.54045,,,369.68641000000025,,,,27562.273570000005,,,8118.276040000004,,,,2702.3048099999996,,,,,,,,,,,,,,,,,11839.30496,,,,10574.96641,,2050.40719,,4881.660810000001,2658.34332,500.52419999999984,,,,,,,,,4081.160799999998,,,3908.7420200000015,240.11767999999984,7485.81119,7079.352040000005,1050.52808,4.821479999999994,,,1441.6298800000004,10169.017079999998,,,,4127.904359999999,,70750.52591000003,,699.96371,1924.4268200000006,,,,,,1305.9144400000005,13234.851259999996,,25727.42855000001,,27686.96026000002,21683.78261000001,-0.3305199999999786,3437.57891,,,,2350.08705,2489.524839999998,,,,968.7780599999987,,,82.37216000000001,,942.12169,242.0829900000001,,,2698.0879600000007,4542.610860000001,,,
2018-09-01,1379422.8536100015,261148.2559199999,314228.92591,135439.1747300001,74111.85821000003,40395.744200000016,17262.193450000006,112548.97262999997,168219.7639599999,,4177.97724,,98868.78541999997,,,,83167.60912000004,,,,63308.61222000001,,,50465.770290000015,,8157.2799099999975,,38593.48635000002,,585.0,,,21753.35936999999,15708.422760000001,,11993.749049999999,,1007.1070500000005,,855.7976799999997,12275.338539999997,4055.2532299999984,21138.82135,18843.555599999992,5.920659999999771,5675.718479999996,8950.630170000004,236.00442999999973,-1156.1615600000005,,,,,605072.5029000002,,,,1821.0639100000008,,,,1737.6650800000007,,,,,,,,57754.65851999994,,,25970.046570000006,,,642.8585899999998,,,,8208.555330000003,,,,,,,,4398.9568,,,,,,,,,4881.337209999998,,,4158.442760000002,18088.04406,,11949.001900000003,,,177.30349999999999,,,,20216.808069999985,,,7384.9781,,,,2737.3222400000013,,,,,,,,,,,,,,,,,13725.24478,,,,11379.218290000004,,2376.761119999999,,6586.091789999999,2820.581589999998,854.4927900000002,,,,,,,,,3551.386410000003,,,4266.400089999999,302.7257400000001,8666.443850000003,7716.924269999996,931.6454400000002,2.0047500000000014,,,1505.0229499999987,12277.843220000002,,,,4251.563950000003,,71936.22002000001,,683.1624000000002,1896.7853599999999,,,,,,4933.7125,14374.707980000007,,28183.82462999999,,28310.890509999997,23645.368929999997,,3492.1166200000007,,,,2437.70599000001,1562.7313700000013,,,,1599.6262100000004,,,66.30165,,775.6151,146.8411299999999,,,2655.4897599999967,2719.5512899999994,,,
2018-10-01,1448239.6179900002,221742.49050999992,362813.3123900001,120303.52798999986,83380.88192999992,44010.30270999996,17462.005609999993,101172.68044000003,223953.96418000013,,3688.5147799999977,,90779.39007000008,,,,62864.94341999997,,,,48294.779299999995,,,49170.847559999966,,7441.033469999995,,37238.93874000001,,565.6799999999994,,,23213.884890000016,14925.840719999993,,10427.433309999993,,2739.53327,,790.8403500000004,13163.59425000001,3818.9248400000033,19768.982290000014,19031.899790000025,-38.66341999999986,3913.976950000004,8141.717969999998,222.70314000000008,-1673.1236499999995,,,,,592430.5626600003,,,,2263.2389599999988,,,,1725.0634599999994,,,,,,,,81981.25624000002,,,27067.08493000001,,,426.98955000000024,,,,8089.660069999998,,,,,,,,3582.595220000003,,,,,,,,,4760.166070000007,,,3236.8523800000003,14290.16519,,10389.873779999994,,,395.54012999999986,,,,22773.922380000004,,,6810.277149999994,,,,2780.73791,,,,,,,,,,,,,,,,,15648.25799,,,,12370.736449999997,,2467.368480000001,,5004.342779999999,3001.3331700000017,774.3757300000002,,,,,,,,,3118.0242599999983,,,3414.985710000001,508.4141400000001,7386.199280000001,7879.518250000001,985.6996300000001,3.844310000000007,,,1698.5629399999998,11093.138530000004,,,,4443.838159999999,,65987.41969000001,,660.7194900000004,1514.6492399999988,,,,,,1013.6341200000006,15450.982059999995,,28648.745110000018,,23066.242689999985,24250.542889999982,,2986.212879999999,,,,330.9664700000001,1807.3078200000018,,,,691.2327000000005,,,72.38533999999993,,733.1949200000008,188.19209999999998,,,3575.7989000000016,2711.2685600000004,,,
2018-11-01,1646340.26595,270364.88355000014,322294.4201999996,127808.09030000004,89176.13282000006,26031.124230000016,18080.280339999998,105761.28814999992,225060.18288999982,,4479.520850000001,,110513.1428899999,,,,78876.06440000003,,,,51349.435800000036,,,39355.240760000015,,7201.726420000006,,44124.746539999964,,587.0700000000006,,,23568.449269999983,15955.959100000007,,9650.320620000013,,2407.587889999999,,1369.4846599999992,14567.201799999995,5131.854729999999,19845.958870000002,18900.828359999985,-15.713850000000093,,9458.147700000001,-248.08021000000008,-1141.0874000000003,,,,,573934.9226399995,,,,1837.8352400000003,,,,2052.8083700000007,,,,,,,,86715.21929000004,,,28708.468739999982,,,539.68102,,,,8627.110450000007,,,,,,,,4896.64316,,,,,,,,,4911.888119999996,,,3456.054260000001,15939.26423,,12391.786559999993,,,461.19331999999986,,,,28321.42763000002,,,7740.191989999999,,,,3006.1221299999997,,,,,,,,,,,,,,,,,17795.02248,,,,13953.698770000003,,1941.10124,,6525.16044,3118.908009999999,730.1757399999997,,,,,,,,,3639.060300000001,,,4186.580039999997,413.8041599999997,8079.272499999992,8777.916810000002,1242.4905499999986,-2.309420000000003,,,1680.052810000001,10506.949039999992,,,,4175.123209999998,,71570.95444999996,,929.7164300000004,1580.4031700000014,,,,,,-10845.20117,26916.375149999993,,32295.02025999999,,24245.579750000004,21505.826230000006,,3932.9045700000024,,,,-421.2504300000203,2067.7623999999996,,,,839.0569899999991,,,117.42640000000006,,970.3191200000001,202.63662,,,3935.9269600000007,3508.2857799999983,,,
